,time,displacement
0,2.1209999999999964,752.4285690965934
1,6.410999999999977,731.5222624022763
2,10.70099999999991,713.9007250620856
3,15.170999999999811,698.8458056347771
4,19.451999999999934,685.8345122327048
5,23.754000000000072,674.4825612991614
6,28.0610000000002,664.4872159042225
7,32.796000000000326,655.6187521802291
8,36.93400000000038,647.6966200195099
9,41.06000000000036,640.5768895803927
10,45.52100000000039,634.1434140328814
11,49.66200000000053,628.3014338146018
12,53.92900000000071,622.9739401990838
13,58.20900000000087,618.0979596071652
