,a,b,c,,,,,,,
53,178.1502976,0.103617243,528.1278372,,,0.00000054000000000000000,0.103617243,,0.00000054000000000000000,4.650903345
54,178.5646547,0.113304913,530.7842914,,,0.00000055000000000000000,0.113304913,,0.00000055000000000000000,3.825742612
55,172.7925771,0.1185732,530.7368533,,,0.00000056000000000000000,0.1185732,,0.00000056000000000000000,3.43360897
56,176.1647447,0.127853256,531.4831671,,,0.00000057000000000000000,0.127853256,,0.00000057000000000000000,2.821466835
57,184.6460483,0.113497072,529.9136548,,,0.00000058000000000000000,0.113497072,,0.00000058000000000000000,3.810799982
58,169.9148598,0.101700813,530.2794112,,,0.00000059000000000000000,0.101700813,,0.00000059000000000000000,4.832763051
59,173.8986169,0.107950602,526.5387015,,,0.00000060000000000000000,0.107950602,,0.00000060000000000000000,4.263496271
60,176.0677296,0.123561421,527.4840969,,,0.00000061000000000000000,0.123561421,,0.00000061000000000000000,3.093140996
61,173.1275694,0.126278986,526.2079244,,,0.00000062000000000000000,0.126278986,,0.00000062000000000000000,2.918973915
62,168.8254237,0.122412614,527.6121907,,,0.00000063000000000000000,0.122412614,,0.00000063000000000000000,3.169092791
63,172.9962253,0.138480624,527.2163067,,,0.00000064000000000000000,0.138480624,,0.00000064000000000000000,2.221226849
64,179.6169715,0.129845231,525.5257885,,,0.00000065000000000000000,0.129845231,,0.00000065000000000000000,2.701476566
65,172.3134719,0.127775266,525.6916659,,,0.00000066000000000000000,0.127775266,,0.00000066000000000000000,2.826240815
66,168.3675681,0.122958488,524.8717448,,,0.00000067000000000000000,0.122958488,,0.00000067000000000000000,3.132826105
67,171.5666563,0.133530905,525.1839163,,,0.00000068000000000000000,0.133530905,,0.00000068000000000000000,2.488903018
68,170.7413581,0.135696142,524.9601469,,,0.00000069000000000000000,0.135696142,,0.00000069000000000000000,2.369406282
69,171.1629233,0.139656958,525.0398896,,,0.00000070000000000000000,0.139656958,,0.00000070000000000000000,2.160402294
70,170.7990415,0.141040511,525.9725565,,,0.00000071000000000000100,0.141040511,,0.00000071000000000000100,2.090161489
71,175.8497981,0.142742632,524.4357842,,,0.00000072000000000000100,0.142742632,,0.00000072000000000000100,2.005615511
72,171.0396431,0.144214043,525.5413676,,,0.00000073000000000000100,0.144214043,,0.00000073000000000000100,1.934137473
73,173.2440211,0.159994239,528.2566492,,,0.00000074000000000000100,0.159994239,,0.00000074000000000000100,1.250225066
74,168.3800822,0.137729579,524.8571464,,,0.00000075000000000000100,0.137729579,,0.00000075000000000000100,2.260604496
75,173.6150738,0.145098067,523.9035738,,,0.00000076000000000000100,0.145098067,,0.00000076000000000000100,1.891890564
76,168.8827242,0.136441955,523.5784973,,,0.00000077000000000000100,0.136441955,,0.00000077000000000000100,2.329123955
77,170.4144899,0.134423456,529.4541017,,,0.00000078000000000000100,0.134423456,,0.00000078000000000000100,2.439177867
78,170.2851739,0.141328873,525.2033844,,,0.00000079000000000000100,0.141328873,,0.00000079000000000000100,2.075695024
79,172.3740951,0.132697483,522.9050405,,,0.00000080000000000000100,0.132697483,,0.00000080000000000000100,2.535937948
80,169.6059216,0.157705073,529.1104044,,,0.00000081000000000000100,0.157705073,,0.00000081000000000000100,1.340950101
81,160.3973974,0.138880531,524.0313312,,,0.00000082000000000000100,0.138880531,,0.00000082000000000000100,2.200433294
82,162.5466922,0.141483209,524.2187396,,,0.00000083000000000000100,0.141483209,,0.00000083000000000000100,2.067976547
83,159.4967667,0.13403022,522.1163777,,,0.00000084000000000000100,0.13403022,,0.00000084000000000000100,2.461003945
84,157.9488847,0.137947491,522.2542366,,,0.00000085000000000000100,0.137947491,,0.00000085000000000000100,2.249135111
85,156.1726018,0.137973543,522.7932441,,,0.00000086000000000000100,0.137973543,,0.00000086000000000000100,2.247766348
86,153.2186442,0.107743313,521.3242321,,,0.00000087000000000000100,0.107743313,,0.00000087000000000000100,4.28131846
87,156.450477,0.14568249,522.121825,,,0.00000088000000000000100,0.14568249,,0.00000088000000000000100,1.864242893
88,160.9163568,0.158698021,521.9036413,,,0.00000089000000000000100,0.158698021,,0.00000089000000000000100,1.301275798
89,159.2922103,0.140943074,521.0122358,,,0.00000090000000000000100,0.140943074,,0.00000090000000000000100,2.095063082
90,157.9641412,0.162646861,522.8670445,,,0.00000091000000000000100,0.162646861,,0.00000091000000000000100,1.148289592
91,159.4606749,0.155046477,521.6602663,,,0.00000092000000000000100,0.155046477,,0.00000092000000000000100,1.449678948
92,155.4312881,0.15450045,521.486459,,,0.00000093000000000000100,0.15450045,,0.00000093000000000000100,1.472473078
93,152.3200196,0.153445511,521.5691145,,,0.00000094000000000000100,0.153445511,,0.00000094000000000000100,1.516971377
94,156.321412,0.145277472,520.9539025,,,0.00000095000000000000100,0.145277472,,0.00000095000000000000100,1.88337971
95,153.9435184,0.158924951,521.9380197,,,0.00000096000000000000100,0.158924951,,0.00000096000000000000100,1.292278163
96,152.6086214,0.146047065,520.8260996,,,0.00000097000000000000100,0.146047065,,0.00000097000000000000100,1.847107823
97,151.0152509,0.145136311,520.6960991,,,0.00000098000000000000100,0.145136311,,0.00000098000000000000100,1.890074553
98,152.216614,0.157537809,521.4354356,,,0.00000099000000000000000,0.157537809,,0.00000099000000000000000,1.347682531
99,148.6521306,0.142206295,520.8270401,,,0.00000100000000000000000,0.142206295,,0.00000100000000000000000,2.032037502
100,152.9759067,0.138195091,521.1045096,,,0.00000101000000000000000,0.138195091,,0.00000101000000000000000,2.236147052
101,151.1191021,0.155883503,520.37361,,,0.00000102000000000000000,0.155883503,,0.00000102000000000000000,1.415047011
102,152.4885744,0.157987397,519.4726369,,,0.00000103000000000000000,0.157987397,,0.00000103000000000000000,1.329618829
103,146.3729969,0.153815578,520.0093527,,,0.00000104000000000000000,0.153815578,,0.00000104000000000000000,1.501292098
104,149.6321556,0.165181499,519.9890182,,,0.00000105000000000000000,0.165181499,,0.00000105000000000000000,1.053946739
105,149.0338106,0.160806225,519.3203781,,,0.00000106000000000000000,0.160806225,,0.00000106000000000000000,1.218664724
106,148.6345047,0.161702779,519.815136,,,0.00000107000000000000000,0.161702779,,0.00000107000000000000000,1.184185613
107,148.3702634,0.17851412,524.0611387,,,0.00000108000000000000000,0.17851412,,0.00000108000000000000000,0.601797769
108,146.7875469,0.167869957,520.5127119,,,0.00000109000000000000000,0.167869957,,0.00000109000000000000000,0.956992062
109,145.633687,0.156577713,520.5601873,,,0.00000110000000000000000,0.156577713,,0.00000110000000000000000,1.386604956
110,147.2900548,0.165429748,519.3616588,,,0.00000111000000000000000,0.165429748,,0.00000111000000000000000,1.044862017
111,147.1296498,0.174431981,521.9083391,,,0.00000112000000000000000,0.174431981,,0.00000112000000000000000,0.732893674
112,155.6618854,0.146537088,519.4797621,,,0.00000113000000000000000,0.146537088,,0.00000113000000000000000,1.824210955
113,143.5586932,0.154700856,521.7244273,,,0.00000114000000000000000,0.154700856,,0.00000114000000000000000,1.464088357
114,147.4667563,0.178762746,519.8435888,,,0.00000115000000000000000,0.178762746,,0.00000115000000000000000,0.594006704
115,139.8028794,0.151874358,518.2195982,,,0.00000116000000000000000,0.151874358,,0.00000116000000000000000,1.584389963
116,143.4670708,0.170147058,518.8978573,,,0.00000117000000000000000,0.170147058,,0.00000117000000000000000,0.877268815
117,141.5127497,0.162672765,519.957831,,,0.00000118000000000000000,0.162672765,,0.00000118000000000000000,1.147310513
118,136.5250764,0.137436399,519.3799479,,,0.00000119000000000000000,0.137436399,,0.00000119000000000000000,2.276092834
119,149.6225748,0.164533949,521.2427424,,,0.00000120000000000000000,0.164533949,,0.00000120000000000000000,1.077773036
120,146.1647725,0.137658656,519.5392114,,,0.00000121000000000000000,0.137658656,,0.00000121000000000000000,2.264345241
121,138.9834163,0.163100495,518.0287416,,,0.00000122000000000000000,0.163100495,,0.00000122000000000000000,1.131189249
122,139.6370065,0.1738069,519.6922495,,,0.00000123000000000000000,0.1738069,,0.00000123000000000000000,0.753511511
123,143.3191587,0.168809292,518.3192435,,,0.00000124000000000000000,0.168809292,,0.00000124000000000000000,0.923844508
124,142.9333617,0.165267274,518.1791957,,,0.00000125000000000000000,0.165267274,,0.00000125000000000000000,1.050804725
125,138.7748472,0.167344274,518.7595367,,,0.00000126000000000000000,0.167344274,,0.00000126000000000000000,0.975704898
126,135.8983565,0.162811064,518.1292735,,,0.00000127000000000000000,0.162811064,,0.00000127000000000000000,1.142088734
127,129.2397876,0.14409203,518.3710232,,,0.00000128000000000000000,0.14409203,,0.00000128000000000000000,1.940009126
128,132.0525849,0.139375511,519.7218759,,,0.00000129000000000000000,0.139375511,,0.00000129000000000000000,2.17486159
129,141.880365,0.141560129,517.894355,,,0.00000130000000000000000,0.141560129,,0.00000130000000000000000,2.064135979
130,139.6956757,0.179841042,520.416775,,,0.00000131000000000000000,0.179841042,,0.00000131000000000000000,0.560466008
131,119.9189378,0.09691731,518.123185,,,0.00000132000000000000000,0.09691731,,0.00000132000000000000000,5.318074247
132,133.2408818,0.158656123,519.4605987,,,0.00000133000000000000000,0.158656123,,0.00000133000000000000000,1.302939859
133,129.0271776,0.158484247,519.5077938,,,0.00000134000000000000000,0.158484247,,0.00000134000000000000000,1.309775399
134,134.7437047,0.153482052,518.4617693,,,0.00000135000000000000000,0.153482052,,0.00000135000000000000000,1.515419788
135,148.0510527,0.157937506,517.5340123,,,0.00000136000000000000000,0.157937506,,0.00000136000000000000000,1.331618271
136,131.4878028,0.171573722,518.4818421,,,0.00000137000000000000000,0.171573722,,0.00000137000000000000000,0.828398362
137,139.0330738,0.152020643,518.2479196,,,0.00000138000000000000000,0.152020643,,0.00000138000000000000000,1.578054012
138,135.5361031,0.173047938,521.6618351,,,0.00000139000000000000000,0.173047938,,0.00000139000000000000000,0.778745525
139,144.2583305,0.135604202,518.4880376,,,0.00000140000000000000000,0.135604202,,0.00000140000000000000000,2.374402745
140,118.9920035,0.117204213,519.2494355,,,0.00000141000000000000000,0.117204213,,0.00000141000000000000000,3.532116527
141,133.5262134,0.131569345,518.6850146,,,0.00000142000000000000000,0.131569345,,0.00000142000000000000000,2.600554649
142,141.1674545,0.141588263,517.5147462,,,0.00000143000000000000000,0.141588263,,0.00000143000000000000000,2.062732316
143,172.1872178,0.191647243,520.6276016,,,0.00000144000000000000000,0.191647243,,0.00000144000000000000000,0.217920096
144,138.9902917,0.120373832,518.4705221,,,0.00000145000000000000000,0.120373832,,0.00000145000000000000000,3.307453375
145,133.5988277,0.153364071,518.0755734,,,0.00000146000000000000000,0.153364071,,0.00000146000000000000000,1.520432017
146,124.8002954,0.170812595,517.4128494,,,0.00000147000000000000000,0.170812595,,0.00000147000000000000000,0.854369241
147,135.0341976,0.155910768,517.0202152,,,0.00000148000000000000000,0.155910768,,0.00000148000000000000000,1.413925167
148,132.1813866,0.164179668,519.8406135,,,0.00000149000000000000000,0.164179668,,0.00000149000000000000000,1.09088817
149,141.2415299,0.123791073,516.5601556,,,0.00000150000000000000000,0.123791073,,0.00000150000000000000000,3.078126921
150,125.4380564,0.18111856,516.5921087,,,0.00000151000000000000000,0.18111856,,0.00000151000000000000000,0.521245318
151,124.9021275,0.180361066,517.1673024,,,0.00000152000000000000000,0.180361066,,0.00000152000000000000000,0.544433847
152,125.5471652,0.178944707,517.6188241,,,0.00000153000000000000000,0.178944707,,0.00000153000000000000000,0.588318415
153,130.0138536,0.131948245,516.4094425,,,0.00000154000000000000000,0.131948245,,0.00000154000000000000000,2.578729072
154,124.8254201,0.167552714,516.6710375,,,0.00000155000000000000000,0.167552714,,0.00000155000000000000000,0.968270972
155,128.2717749,0.181113134,516.4844159,,,0.00000156000000000000000,0.181113134,,0.00000156000000000000000,0.521410715
156,124.2297796,0.174473681,516.9690492,,,0.00000156999999999999000,0.174473681,,0.00000156999999999999000,0.731523487
157,122.9346598,0.173592689,516.9847718,,,0.00000157999999999999000,0.173592689,,0.00000157999999999999000,0.760611254
158,131.1400412,0.167151186,516.0097955,,,0.00000158999999999999000,0.167151186,,0.00000158999999999999000,0.982607874
159,125.3146937,0.178660771,516.8937285,,,0.00000159999999999999000,0.178660771,,0.00000159999999999999000,0.597199627
160,130.3295355,0.137880532,515.7183727,,,0.00000160999999999999000,0.137880532,,0.00000160999999999999000,2.25265551
161,117.6326985,0.164115239,517.0587231,,,0.00000161999999999999000,0.164115239,,0.00000161999999999999000,1.093279377
162,155.6408912,0.165828509,516.3917273,,,0.00000162999999999999000,0.165828509,,0.00000162999999999999000,1.030326199
163,116.5496402,0.173125114,515.5692517,,,0.00000163999999999999000,0.173125114,,0.00000163999999999999000,0.776169492
164,118.9893595,0.182841052,515.9327709,,,0.00000164999999999999000,0.182841052,,0.00000164999999999999000,0.469231266
165,124.405092,0.164313153,515.4808862,,,0.00000165999999999999000,0.164313153,,0.00000165999999999999000,1.085940073
166,137.2992518,0.169774062,515.7327655,,,0.00000166999999999999000,0.169774062,,0.00000166999999999999000,0.890181259
167,119.2149379,0.178197138,515.6827688,,,0.00000167999999999999000,0.178197138,,0.00000167999999999999000,0.611762399
168,118.2065453,0.189686693,516.4667578,,,0.00000168999999999999000,0.189686693,,0.00000168999999999999000,0.2718511
169,111.6401982,0.154903706,516.35473,,,0.00000169999999999999000,0.154903706,,0.00000169999999999999000,1.455623481
170,122.773214,0.178590263,516.1404317,,,0.00000170999999999999000,0.178590263,,0.00000170999999999999000,0.599409428
171,115.4579699,0.177799799,515.5359023,,,0.00000171999999999999000,0.177799799,,0.00000171999999999999000,0.624303308
172,111.9588559,0.16514834,515.8530894,,,0.00000172999999999999000,0.16514834,,0.00000172999999999999000,1.055162281
173,116.3034521,0.112715459,514.2766275,,,0.00000173999999999999000,0.112715459,,0.00000173999999999999000,3.871897508
174,118.5457274,0.170263991,515.3778672,,,0.00000174999999999999000,0.170263991,,0.00000174999999999999000,0.873232464
175,115.3458522,0.182324688,515.2708514,,,0.00000175999999999999000,0.182324688,,0.00000175999999999999000,0.48472075
176,115.2109447,0.172955328,514.866357,,,0.00000176999999999999000,0.172955328,,0.00000176999999999999000,0.781839817
177,112.7670742,0.175363437,515.6846284,,,0.00000177999999999999000,0.175363437,,0.00000177999999999999000,0.702442967
178,100.2254303,0.07931525,515.0259045,,,0.00000178999999999999000,0.07931525,,0.00000178999999999999000,7.607915877
179,118.0640857,0.164195697,516.516876,,,0.00000179999999999999000,0.164195697,,0.00000179999999999999000,1.090293577
180,117.3711145,0.161323704,515.7079473,,,0.00000180999999999999000,0.161323704,,0.00000180999999999999000,1.198717097
181,112.696279,0.176238794,515.7525759,,,0.00000181999999999999000,0.176238794,,0.00000181999999999999000,0.674119622
182,111.67796,0.162149139,514.8795271,,,0.00000182999999999999000,0.162149139,,0.00000182999999999999000,1.167161933
183,112.6497687,0.181611293,515.3015186,,,0.00000183999999999999000,0.181611293,,0.00000183999999999999000,0.506265514
184,114.0122006,0.190848925,515.4247408,,,0.00000184999999999999000,0.190848925,,0.00000184999999999999000,0.239746567
185,114.4092596,0.186273721,515.2034342,,,0.00000185999999999999000,0.186273721,,0.00000185999999999999000,0.368443794
186,111.6719628,0.182207655,515.9822606,,,0.00000186999999999999000,0.182207655,,0.00000186999999999999000,0.488243627
187,114.2234713,0.176444063,514.7507049,,,0.00000187999999999999000,0.176444063,,0.00000187999999999999000,0.667518534
188,117.835887,0.168349822,515.0779538,,,0.00000188999999999999000,0.168349822,,0.00000188999999999999000,0.94001221
189,109.8753338,0.186273018,515.1137581,,,0.00000189999999999999000,0.186273018,,0.00000189999999999999000,0.368464056
190,109.1964108,0.157196516,514.8787138,,,0.00000190999999999999000,0.157196516,,0.00000190999999999999000,1.361464157
191,109.5136711,0.174293451,515.2965315,,,0.00000191999999999999000,0.174293451,,0.00000191999999999999000,0.737450229
192,107.1978625,0.168694181,514.5072591,,,0.00000192999999999999000,0.168694181,,0.00000192999999999999000,0.927886759
193,110.1660945,0.188163179,514.8189735,,,0.00000193999999999999000,0.188163179,,0.00000193999999999999000,0.314536065
194,110.0532463,0.176820478,514.8310997,,,0.00000194999999999999000,0.176820478,,0.00000194999999999999000,0.655453553
195,103.0183077,0.159512806,514.3505488,,,0.00000195999999999999000,0.159512806,,0.00000195999999999999000,1.26908913
196,103.1824055,0.160299409,515.1958516,,,0.00000196999999999999000,0.160299409,,0.00000196999999999999000,1.23832618
197,104.3376798,0.162934745,514.6183969,,,0.00000197999999999999000,0.162934745,,0.00000197999999999999000,1.137426376
198,114.425833,0.186186035,514.4742617,,,0.00000198999999999999000,0.186186035,,0.00000198999999999999000,0.370972108
199,108.6032633,0.180940969,514.4954896,,,0.00000199999999999999000,0.180940969,,0.00000199999999999999000,0.526664337
200,109.3799199,0.19212383,515.5038592,,,0.00000200999999999999000,0.19212383,,0.00000200999999999999000,0.204976386
201,104.9636127,0.190652552,514.9157229,,,0.00000201999999999999000,0.190652552,,0.00000201999999999999000,0.245143541
202,106.3321677,0.163379224,516.4431129,,,0.00000202999999999999000,0.163379224,,0.00000202999999999999000,1.120729282
203,99.50211161,0.151165992,514.3919467,,,0.00000203999999999999000,0.151165992,,0.00000203999999999999000,1.6152445
204,101.2265262,0.153324273,514.4995933,,,0.00000204999999999999000,0.153324273,,0.00000204999999999999000,1.522124517
205,106.6495335,0.161508096,513.9569513,,,0.00000205999999999999000,0.161508096,,0.00000205999999999999000,1.191640077
206,121.5587657,0.177472457,514.4524724,,,0.00000206999999999999000,0.177472457,,0.00000206999999999999000,0.634677168
207,138.4978543,0.133203154,514.1244419,,,0.00000207999999999999000,0.133203154,,0.00000207999999999999000,2.507329722
208,103.2477806,0.166977537,514.445824,,,0.00000208999999999999000,0.166977537,,0.00000208999999999999000,0.988829515
209,101.604647,0.163086674,514.6599679,,,0.00000209999999999999000,0.163086674,,0.00000209999999999999000,1.131708835
210,102.5829406,0.187866188,515.0026607,,,0.00000210999999999999000,0.187866188,,0.00000210999999999999000,0.322937631
211,117.9682487,0.182144684,514.3707568,,,0.00000211999999999999000,0.182144684,,0.00000211999999999999000,0.49014102
212,129.4899848,0.178459064,514.3091835,,,0.00000212999999999999000,0.178459064,,0.00000212999999999999000,0.603525959
213,107.0424142,0.191450765,514.421679,,,0.00000213999999999999000,0.191450765,,0.00000213999999999999000,0.223275033
214,99.01164292,0.163878569,514.3614069,,,0.00000214999999999999000,0.163878569,,0.00000214999999999999000,1.102079157
215,99.61311855,0.180880184,514.971709,,,0.00000215999999999999000,0.180880184,,0.00000215999999999999000,0.528521591
216,97.81147098,0.176030591,514.2314645,,,0.00000216999999999999000,0.176030591,,0.00000216999999999999000,0.680830787
217,105.6896301,0.194842187,514.260421,,,0.00000217999999999999000,0.194842187,,0.00000217999999999999000,0.13235872
218,106.6364917,0.186893593,515.1395488,,,0.00000218999999999999000,0.186893593,,0.00000218999999999999000,0.350638214
219,100.7366975,0.198166315,516.816341,,,0.00000219999999999999000,0.198166315,,0.00000219999999999999000,0.046266322
220,103.6348256,0.189514306,514.1196478,,,0.00000220999999999999000,0.189514306,,0.00000220999999999999000,0.276646506
221,104.9931777,0.179211277,515.5634165,,,0.00000221999999999999000,0.179211277,,0.00000221999999999999000,0.580006007
222,109.3711,0.164224751,514.3163243,,,0.00000222999999999999000,0.164224751,,0.00000222999999999999000,1.089216123
223,117.9967519,0.186354155,515.5604509,,,0.00000223999999999999000,0.186354155,,0.00000223999999999999000,0.366126651
224,103.3296997,0.16267348,514.2041803,,,0.00000224999999999999000,0.16267348,,0.00000224999999999999000,1.14728352
225,102.0780917,0.190626276,514.295301,,,0.00000225999999999999000,0.190626276,,0.00000225999999999999000,0.24586653
226,96.59386127,0.184342175,515.0472551,,,0.00000226999999999999000,0.184342175,,0.00000226999999999999000,0.42469459
227,93.89044859,0.170531749,514.0366203,,,0.00000227999999999999000,0.170531749,,0.00000227999999999999000,0.864010696
228,99.36155069,0.183104006,514.5463991,,,0.00000228999999999999000,0.183104006,,0.00000228999999999999000,0.46137696
229,109.7928538,0.155248534,514.4356698,,,0.00000229999999999999000,0.155248534,,0.00000229999999999999000,1.441284639
230,91.70386788,0.158727746,513.9124661,,,0.00000230999999999999000,0.158727746,,0.00000230999999999999000,1.300095782
231,92.43844754,0.143996975,513.9388104,,,0.00000231999999999999000,0.143996975,,0.00000231999999999999000,1.94459033
232,97.25215566,0.185432267,513.5063853,,,0.00000232999999999999000,0.185432267,,0.00000232999999999999000,0.392804708
233,108.5453785,0.152589569,514.4394907,,,0.00000233999999999999000,0.152589569,,0.00000233999999999999000,1.553527927
234,101.8825573,0.164600776,514.2771585,,,0.00000234999999999999000,0.164600776,,0.00000234999999999999000,1.075305516
235,98.00701426,0.1854726,513.442702,,,0.00000235999999999999000,0.1854726,,0.00000235999999999999000,0.391631985
236,95.99979847,0.184848428,513.3473965,,,0.00000236999999999999000,0.184848428,,0.00000236999999999999000,0.409837743
237,95.72131099,0.186483878,513.6793766,,,0.00000237999999999999000,0.186483878,,0.00000237999999999999000,0.362393844
238,96.8389633,0.193743479,513.3593069,,,0.00000238999999999999000,0.193743479,,0.00000238999999999999000,0.161464045
239,95.25317664,0.182984257,513.594455,,,0.00000239999999999999000,0.182984257,,0.00000239999999999999000,0.464951011
240,94.31620753,0.185558569,513.3060837,,,0.00000240999999999999000,0.185558569,,0.00000240999999999999000,0.389134045
241,93.58457386,0.189794583,513.6080106,,,0.00000241999999999999000,0.189794583,,0.00000241999999999999000,0.268854263
242,94.37248087,0.189832398,513.6768275,,,0.00000242999999999999000,0.189832398,,0.00000242999999999999000,0.267804721
243,93.79283548,0.181271516,512.9960193,,,0.00000243999999999999000,0.181271516,,0.00000243999999999999000,0.516586522
244,91.7255841,0.183702549,513.5456832,,,0.00000244999999999999000,0.183702549,,0.00000244999999999999000,0.443582589
