,time,displacement
0,1.9679999999999973,754.7369480167773
1,6.293999999999966,737.412965925441
2,10.5019999999999,722.3547425008422
3,14.932999999999804,709.1447825764783
4,19.136999999999922,697.4648949970071
5,23.129000000000147,687.0654369809228
6,27.580000000000332,677.7435406527771
7,31.73900000000056,669.3398219762369
8,35.89000000000057,661.7248571426029
9,40.11900000000056,654.7924581792895
10,44.120000000000566,648.4546819830986
11,48.179000000000585,642.6380729019396
12,52.36300000000063,637.2847155321704
13,56.79100000000082,632.3388902260559
