,name,a,b,c,r2
0,0.63491_data (1).csv,42.99433142,0.191125767,33.59805769,0.868900193
1,0.63491_data (2).csv,44.97372835,0.187274409,33.47656899,0.858182616
2,0.63491_data (3).csv,26.96740174,0.211220079,34.02729543,0.891403852
3,0.63491_data (4).csv,30.89911696,0.248640158,33.77824025,0.809865818
