,name,a,b,c,r2
0,0.5291_data (1).csv,32.45393598338696,0.2099912766028486,34.75009749972096,0.804808488963117
1,0.5291_data (2).csv,27.973796200780555,0.1815268428633886,34.51501995211436,0.8386920802333548
2,0.5291_data (3).csv,25.495439355589795,0.1610878727482082,34.598945632315576,0.8835330460729527
3,0.5291_data (4).csv,40.68061071994055,0.1963018656505645,34.393005198794846,0.786161460522869
