,name,a,b,c,r2
0,0.10582_data (1).csv,34.236863092675335,0.03177533069425931,36.768716404390005,0.8891149501800077
1,0.10582_data (2).csv,31.726014534008968,0.028257777939890136,36.31416675959177,0.9116523467172492
2,0.10582_data (3).csv,30.91023228105758,0.026258367809058086,35.91949887112864,0.9003156271683057
3,0.10582_data (4).csv,31.459005428871034,0.0303210716307599,36.94272254272057,0.9232962524591614
