,name,m,c,minslope,maxslope,diff,r2
0,0.10582_data (1).csv,-0.0375502005915448,3.6633668551784284,0.056549105940008046,0.018691187273538638,-0.018928959333234706,0.9968912026203873
1,0.10582_data (2).csv,-0.03454606139746262,3.5743952882653534,0.05459455706712209,0.016534728412429218,-0.019029914327346437,0.992140114977253
2,0.10582_data (3).csv,-0.035202184314114364,3.564458543340604,0.053673653877065367,0.015723413939176714,-0.018975119968944326,0.9585399006813682
3,0.10582_data (4).csv,-0.03581483802275922,3.575652761127682,0.05406000409368737,0.021946958114427633,-0.016056522989629868,0.9884049527396657
