,name,m,c,minslope,maxslope,r2
0,0.5291_data (1).csv,-0.15731685076510007,3.241702453235639,-0.10826483064875807,-0.1560186115508378,0.978472376081467
1,0.5291_data (2).csv,-0.13286476272708897,3.0869778232175733,-0.08950858561338675,-0.12953952621544806,0.9277028295338722
2,0.5291_data (3).csv,-0.15114962802880322,3.1310498111253673,-0.09525370434153341,-0.13783734482967275,0.9470661016328769
3,0.5291_data (4).csv,-0.15494228319554246,3.451504766193219,-0.0894247764316911,-0.1284018512208947,0.9453811627241846
