,time,displacement,max_or_min
0,0.40460999999999997,6.53,1.0
1,0.66902,7.94,1.0
2,1.8252599999999999,57.54,1.0
3,3.8940099999999997,47.92,1.0
4,5.91817,43.37,1.0
5,8.02489,41.86,1.0
6,10.03228,39.81,1.0
7,12.02179,38.56,1.0
8,12.08675,38.56,1.0
9,13.1262,30.02,1.0
10,14.0412,37.89,1.0
11,16.134320000000002,37.47,1.0
12,18.09901,37.42,1.0
13,19.21882,31.58,1.0
14,20.16573,36.99,1.0
15,20.3679,37.06,1.0
16,20.75855,34.42,1.0
17,21.4955,33.75,1.0
18,22.09838,36.34,1.0
19,22.38681,36.58,1.0
20,23.25589,33.23,1.0
21,24.16031,36.68,1.0
22,24.4471,37.01,1.0
23,26.121570000000002,36.39,1.0
24,27.0305,32.56,1.0
25,27.22127,33.13,1.0
26,27.564020000000003,34.16,1.0
27,28.35345,36.91,1.0
28,30.230259999999998,36.58,1.0
29,31.04587,33.18,1.0
30,31.37142,32.66,1.0
31,32.058209999999995,35.93,1.0
32,32.26218,35.67,1.0
33,32.595929999999996,35.55,1.0
34,34.129,36.34,1.0
35,34.32184,36.37,1.0
36,34.53387,35.34,1.0
37,35.174640000000004,33.28,1.0
38,35.36808,33.75,1.0
39,36.090509999999995,36.13,1.0
40,36.55022,35.4,1.0
41,37.03409,33.69,1.0
42,37.20527,33.75,1.0
43,38.230340000000005,35.81,1.0
44,38.863620000000004,34.31,1.0
45,39.25773,32.61,1.0
46,39.87794,35.4,1.0
47,40.21875,36.24,1.0
48,40.80684,34.21,1.0
49,41.01698,33.42,1.0
50,41.41864,33.33,1.0
51,42.25077,35.31,1.0
52,42.661840000000005,34.83,1.0
53,43.124309999999994,33.49,1.0
54,43.27365,33.13,1.0
55,43.994009999999996,35.24,1.0
56,44.20738,35.19,1.0
57,44.33696,35.19,1.0
58,44.82505,34.21,1.0
59,45.80024,34.31,1.0
60,46.27487,35.62,1.0
61,46.73545,34.78,1.0
62,47.00655,33.64,1.0
63,47.53127,33.47,1.0
64,48.212579999999996,35.96,1.0
65,48.84882,34.67,1.0
66,49.58252,33.59,1.0
67,50.06624,35.6,1.0
68,50.402570000000004,35.81,1.0
69,51.41489,33.44,1.0
70,52.03483,35.91,1.0
71,52.36437,35.34,1.0
72,53.279,34.21,1.0
73,53.51955,33.49,1.0
74,53.92545,34.62,1.0
75,54.29376,34.93,1.0
76,54.4219,34.93,1.0
77,54.70405,35.14,1.0
78,55.52027,34.0,1.0
79,55.83119,34.83,1.0
80,56.0534,34.98,1.0
81,56.26191,34.88,1.0
82,56.44936,35.24,1.0
83,57.10955,33.69,1.0
84,57.300090000000004,33.49,1.0
85,57.64629,35.03,1.0
86,58.304730000000006,35.26,1.0
87,58.64549,36.19,1.0
88,58.829980000000006,35.24,1.0
89,59.433890000000005,33.59,1.0
90,59.651990000000005,33.95,1.0
91,59.97176999999999,35.19,1.0
92,60.20115,36.01,1.0
93,60.394380000000005,35.67,1.0
94,61.72746,34.93,1.0
95,62.05089,34.88,1.0
96,62.32643,35.29,1.0
97,62.51465,35.15,1.0
98,63.703540000000004,34.36,1.0
99,64.06906,35.36,1.0
100,64.29918,35.19,1.0
101,64.38162,35.19,1.0
102,64.7002,35.19,1.0
103,65.3486,33.75,1.0
104,65.51326999999999,33.75,1.0
105,65.8066,34.36,1.0
106,66.06818,34.83,1.0
107,66.34351,34.73,1.0
108,66.53148,35.03,1.0
109,67.15019000000001,33.8,1.0
110,67.47941,34.26,1.0
111,67.67435,34.05,1.0
112,68.07432,34.95,1.0
113,68.34134,35.19,1.0
114,68.43459,35.19,1.0
115,68.69228000000001,34.73,1.0
116,69.26133,33.69,1.0
117,69.46646,33.64,1.0
118,70.3941,35.19,1.0
119,70.54786,35.03,1.0
120,70.8865,34.88,1.0
121,71.16271,33.85,1.0
122,71.49436999999999,33.44,1.0
123,72.0351,34.78,1.0
124,72.29347,34.67,1.0
125,72.41924,34.67,1.0
126,72.6931,35.36,1.0
127,73.22542,34.26,1.0
128,74.29603,35.03,1.0
129,74.35698000000001,35.03,1.0
130,74.496,35.03,1.0
131,75.12394,33.95,1.0
132,75.58818000000001,34.36,1.0
133,75.84477,34.73,1.0
134,76.04661,34.73,1.0
135,76.26035,35.03,1.0
136,76.44754,35.1,1.0
137,76.6579,35.76,1.0
138,76.84841999999999,35.34,1.0
139,77.48989,34.16,1.0
140,77.92554,35.19,1.0
141,78.2894,35.34,1.0
142,78.47539,35.03,1.0
