,time,displacement,max_or_min
0,0.31340999999999997,4.36,1.0
1,0.5058699999999999,4.31,1.0
2,0.83265,4.35,1.0
3,2.07423,57.97,1.0
4,4.03,51.29,1.0
5,6.0626,46.37,1.0
6,8.15477,43.8,1.0
7,10.07917,41.46,1.0
8,10.20831,41.46,1.0
9,12.17375,40.89,1.0
10,14.10909,39.91,1.0
11,14.23889,39.91,1.0
12,15.961889999999999,38.68,1.0
13,16.15119,38.56,1.0
14,16.28011,38.56,1.0
15,17.99867,38.25,1.0
16,18.27591,38.3,1.0
17,19.96459,38.45,1.0
18,20.17024,38.83,1.0
19,22.010379999999998,37.9,1.0
20,22.26515,37.73,1.0
21,23.878989999999998,36.6,1.0
22,24.0667,37.27,1.0
23,25.047710000000002,31.22,1.0
24,26.07236,37.42,1.0
25,26.963240000000003,31.58,1.0
26,27.8794,37.16,1.0
27,30.082959999999996,36.44,1.0
28,30.28192,36.29,1.0
29,32.02655,36.34,1.0
30,32.2245,36.34,1.0
31,32.9427,32.04,1.0
32,33.12811,32.56,1.0
33,33.98118,36.6,1.0
34,36.0436,36.44,1.0
35,37.96218,35.98,1.0
36,38.7928,32.77,1.0
37,38.99163,33.28,1.0
38,39.81153,36.19,1.0
39,40.74868,32.46,1.0
40,40.9651,32.56,1.0
41,41.98366,36.6,1.0
42,42.90832,32.35,1.0
43,43.96656,35.67,1.0
44,44.24408,35.62,1.0
45,45.70301,35.72,1.0
46,45.89667,36.03,1.0
47,46.76313,33.02,1.0
48,47.1009,33.64,1.0
49,47.69553,35.98,1.0
50,47.88543,35.93,1.0
51,48.27896,34.88,1.0
52,48.80968,32.87,1.0
53,48.99878,32.92,1.0
54,49.810320000000004,35.82,1.0
55,49.94073,35.82,1.0
56,51.757290000000005,35.29,1.0
57,51.88601,35.29,1.0
58,52.16664,34.98,1.0
59,52.899730000000005,33.33,1.0
60,53.431219999999996,34.26,1.0
61,53.68591,35.14,1.0
62,53.87849,35.31,1.0
63,54.34245,34.21,1.0
64,55.292069999999995,34.57,1.0
65,55.68659,36.03,1.0
66,55.89754,36.07,1.0
67,56.71395,33.08,1.0
68,57.315090000000005,34.52,1.0
69,57.64459,35.1,1.0
70,57.87968000000001,35.19,1.0
71,58.068130000000004,35.21,1.0
72,58.674409999999995,33.69,1.0
73,58.95791,33.8,1.0
74,59.266290000000005,34.47,1.0
75,59.4761,34.78,1.0
76,59.67508,35.21,1.0
77,59.87849,35.09,1.0
78,60.20136,34.57,1.0
79,60.63456,33.23,1.0
80,61.230259999999994,34.78,1.0
81,61.441480000000006,35.09,1.0
82,61.83704,35.55,1.0
83,62.177580000000006,34.69,1.0
84,62.37409,33.44,1.0
85,62.59126,32.92,1.0
86,63.173680000000004,34.28,1.0
87,63.69113,35.52,1.0
88,63.8199,35.52,1.0
89,64.05423,35.5,1.0
90,64.5222,33.44,1.0
91,65.04952,33.87,1.0
92,65.69422,35.1,1.0
93,65.87938,35.36,1.0
94,66.08362,34.78,1.0
95,66.81828,33.75,1.0
96,67.10299,34.12,1.0
97,67.32668000000001,34.86,1.0
98,67.51106999999999,35.36,1.0
99,67.79345,35.05,1.0
100,69.04965,34.42,1.0
101,69.72305,35.41,1.0
102,69.98273,35.34,1.0
103,70.43089,33.9,1.0
104,71.10031,34.26,1.0
105,71.64206,35.36,1.0
106,72.0655,35.05,1.0
107,72.35174,34.11,1.0
108,72.75769,33.44,1.0
109,73.083,34.21,1.0
110,73.6217,35.36,1.0
111,74.31039,33.71,1.0
112,74.90429,33.95,1.0
113,75.16518,35.31,1.0
114,75.43757,35.62,1.0
115,76.46164,33.44,1.0
116,76.79485,33.54,1.0
117,77.20900999999999,35.1,1.0
118,77.69691,36.08,1.0
119,77.9202,35.24,1.0
120,79.48176,34.85,1.0
121,79.5396,34.85,1.0
122,79.75431999999999,35.52,1.0
123,79.98818,34.57,1.0
124,80.18952,34.43,1.0
125,80.90999000000001,34.02,1.0
126,81.39379,35.26,1.0
127,81.75466999999999,35.15,1.0
128,82.97051,35.05,1.0
129,83.14856999999999,35.21,1.0
130,83.48671,35.26,1.0
131,85.20281999999999,34.95,1.0
132,85.5314,35.67,1.0
133,85.8719,35.21,1.0
134,86.68635,33.69,1.0
135,86.94725,33.97,1.0
136,87.34404,34.78,1.0
137,87.45538,34.78,1.0
138,87.98524,34.26,1.0
139,88.42362,33.97,1.0
140,88.62751,34.05,1.0
141,88.92893000000001,34.74,1.0
142,89.2641,35.45,1.0
143,89.43538000000001,34.79,1.0
144,90.49772,33.61,1.0
145,90.90683,34.64,1.0
146,91.09631,35.15,1.0
147,91.39101,35.15,1.0
148,92.12103,33.92,1.0
149,93.39231,34.69,1.0
150,93.5734,35.45,1.0
151,94.80147,34.12,1.0
152,95.32529,35.09,1.0
153,95.805,34.48,1.0
154,96.24022,33.59,1.0
155,96.46768,33.66,1.0
156,96.7446,34.47,1.0
157,97.02484,35.21,1.0
158,97.24953000000001,35.45,1.0
159,97.68975999999999,34.79,1.0
160,98.74024,34.02,1.0
161,98.94029,34.48,1.0
162,99.22513000000001,35.46,1.0
163,99.55514000000001,35.41,1.0
164,99.74618000000001,35.46,1.0
165,99.93764,34.52,1.0
166,100.45616,33.38,1.0
167,100.98455,34.69,1.0
168,101.25879,34.64,1.0
169,101.45828,35.0,1.0
170,101.80365,34.42,1.0
171,102.20079,34.11,1.0
172,102.71704,34.16,1.0
173,103.22591,35.09,1.0
174,103.41917,35.05,1.0
175,103.95098,34.05,1.0
176,104.20021,33.75,1.0
177,104.3403,33.69,1.0
178,105.27122,35.52,1.0
179,105.60028,34.79,1.0
180,106.13421000000001,33.8,1.0
181,106.76508000000001,34.31,1.0
182,107.48364,35.36,1.0
183,107.88835,34.57,1.0
184,108.48846,33.92,1.0
185,109.24188999999998,35.05,1.0
186,110.00103999999999,33.8,1.0
187,110.45058,34.26,1.0
188,110.64187,34.64,1.0
189,110.9752,35.26,1.0
190,111.23761,35.0,1.0
191,112.52023999999999,33.95,1.0
192,113.06707,35.29,1.0
193,113.19355,34.98,1.0
194,114.04385,33.9,1.0
195,114.95088,34.85,1.0
196,115.15511000000001,34.52,1.0
197,115.35266999999999,34.85,1.0
198,115.81629,34.54,1.0
199,116.20795,34.59,1.0
200,116.70692,34.47,1.0
201,117.20308,34.95,1.0
202,117.76598999999999,34.11,1.0
203,118.04283000000001,33.76,1.0
204,118.64501000000001,34.79,1.0
205,118.89903000000001,35.15,1.0
206,119.10493999999998,34.95,1.0
207,119.64396,34.42,1.0
208,119.89993,33.92,1.0
209,120.43633,34.02,1.0
210,120.64891000000001,34.38,1.0
211,120.96031,34.85,1.0
212,121.22401,35.31,1.0
213,121.74823,34.52,1.0
214,123.07486999999999,34.54,1.0
215,123.77723,34.12,1.0
216,124.02883,34.23,1.0
217,124.46096999999999,34.52,1.0
218,124.65511000000001,34.54,1.0
219,124.93185,34.95,1.0
220,125.13035,34.52,1.0
221,126.93878000000001,35.29,1.0
222,127.11635,35.36,1.0
223,127.52055,34.42,1.0
224,128.15472,33.54,1.0
225,128.95507,34.48,1.0
226,129.27067,34.73,1.0
227,129.81955,34.38,1.0
228,130.19766,33.92,1.0
229,130.61498,34.59,1.0
230,131.03359,34.48,1.0
231,131.6415,34.12,1.0
232,132.34104,34.59,1.0
233,132.68066000000002,35.09,1.0
234,132.87265,35.31,1.0
235,133.61643,34.16,1.0
236,133.8141,33.9,1.0
237,134.29658,34.12,1.0
238,134.91931,34.85,1.0
239,135.25103000000001,35.1,1.0
240,135.44868,34.79,1.0
241,135.66715,34.47,1.0
242,135.94771,33.85,1.0
243,136.45071000000002,34.43,1.0
244,136.86542,34.42,1.0
245,137.10548,34.78,1.0
246,137.50484,34.21,1.0
247,137.70772,34.36,1.0
248,137.88941,34.36,1.0
249,138.54957,34.54,1.0
250,138.94103,34.43,1.0
251,139.44156,34.26,1.0
252,139.98084,33.85,1.0
253,140.78832,35.26,1.0
254,140.98289,35.26,1.0
255,142.83513,34.83,1.0
256,143.88473,34.33,1.0
257,144.80071999999998,34.43,1.0
258,145.12062,34.69,1.0
259,145.7465,33.9,1.0
260,146.06761,34.83,1.0
261,146.40971000000002,34.85,1.0
262,146.53761,34.69,1.0
263,146.90086000000002,34.43,1.0
264,147.78497,33.49,1.0
265,148.8017,34.85,1.0
266,149.158,35.05,1.0
267,150.78216,34.83,1.0
268,151.17019,35.05,1.0
269,152.36008999999999,34.47,1.0
270,152.86636000000001,34.54,1.0
271,153.81486999999998,33.9,1.0
272,153.99478,34.11,1.0
273,154.64352,35.1,1.0
274,154.87637,34.79,1.0
275,154.99577,34.79,1.0
276,155.54811,34.43,1.0
277,156.17768999999998,33.49,1.0
278,156.97641000000002,34.57,1.0
279,157.15198999999998,34.78,1.0
280,157.3251,35.1,1.0
281,157.59295,34.9,1.0
282,158.69111,34.38,1.0
283,159.30271000000002,34.31,1.0
284,159.55621000000002,34.05,1.0
285,160.16609,34.52,1.0
286,160.27823,35.15,1.0
287,160.51842,34.59,1.0
288,160.77785,34.74,1.0
289,161.0257,34.78,1.0
290,161.25882,34.64,1.0
291,161.48554,34.38,1.0
292,161.82034,34.02,1.0
293,162.15365,33.95,1.0
294,162.48349,34.69,1.0
295,162.92691000000002,35.15,1.0
296,163.14863,35.62,1.0
297,163.91643,33.69,1.0
298,164.14013,33.97,1.0
299,164.35787,33.8,1.0
300,164.75666,34.64,1.0
301,165.14453,35.14,1.0
302,165.42675,34.83,1.0
303,165.92675,34.04,1.0
304,166.08246,34.12,1.0
305,166.25259,34.38,1.0
306,166.42322,34.28,1.0
307,166.7104,34.38,1.0
308,167.47396,33.95,1.0
309,167.78797,34.42,1.0
310,168.29728,34.85,1.0
311,168.9314,35.21,1.0
312,169.79721,33.69,1.0
313,170.39591000000001,33.87,1.0
314,170.6365,34.43,1.0
315,171.16738,34.74,1.0
316,171.32277,34.95,1.0
317,171.59014,34.0,1.0
318,172.69973000000002,34.33,1.0
319,173.16668,34.38,1.0
320,173.4215,34.16,1.0
321,173.65868,34.43,1.0
322,174.01122,34.57,1.0
323,174.24691,34.67,1.0
324,174.63323,35.03,1.0
325,174.87659,34.31,1.0
326,175.19155,34.74,1.0
327,175.70748999999998,34.31,1.0
328,176.17899,33.71,1.0
329,176.61479,35.41,1.0
330,176.71845,35.15,1.0
331,176.89801,35.15,1.0
