,time,displacement,max_or_min
0,0.45316000000000006,4.76,1.0
1,0.59246,4.93,1.0
2,0.7941600000000001,4.97,1.0
3,1.01024,9.48,1.0
4,1.9658900000000001,59.73,1.0
5,4.034,53.4,1.0
6,5.95695,49.67,1.0
7,7.89031,46.15,1.0
8,9.98208,44.04,1.0
9,11.91639,42.47,1.0
10,13.909429999999999,41.25,1.0
11,15.817089999999999,40.31,1.0
12,17.77768,39.64,1.0
13,19.65258,39.48,1.0
14,21.70863,38.81,1.0
15,23.61046,38.3,1.0
16,25.70863,37.73,1.0
17,27.63607,37.47,1.0
18,29.34208,36.7,1.0
19,29.6042,37.16,1.0
20,31.47676,37.04,1.0
21,32.40513,29.91,1.0
22,33.46304,36.39,1.0
23,33.635490000000004,36.6,1.0
24,35.395509999999994,36.13,1.0
25,37.3141,35.96,1.0
26,38.33781,30.79,1.0
27,39.27982,36.58,1.0
28,41.2671,36.43,1.0
29,42.17161,31.0,1.0
30,42.28172,31.0,1.0
31,43.19681,35.86,1.0
32,45.05433,36.03,1.0
33,45.2914,35.55,1.0
34,47.07804,35.24,1.0
35,48.957879999999996,35.91,1.0
36,49.131440000000005,35.86,1.0
37,51.00991,35.5,1.0
38,52.831469999999996,35.76,1.0
39,53.86617,31.82,1.0
40,54.08387,32.04,1.0
41,54.721219999999995,34.98,1.0
42,54.95259,34.88,1.0
43,55.14892,34.78,1.0
44,56.861180000000004,34.83,1.0
45,58.79221999999999,35.1,1.0
46,59.01741,34.57,1.0
47,60.494780000000006,34.42,1.0
48,60.7603,35.03,1.0
49,61.011869999999995,34.95,1.0
50,62.790490000000005,34.98,1.0
51,64.39116999999999,34.78,1.0
52,64.7095,35.34,1.0
53,65.39485,32.44,1.0
54,65.59680999999999,31.68,1.0
55,66.33581,34.83,1.0
56,66.54356,34.47,1.0
57,66.74306999999999,34.73,1.0
58,68.18526999999999,34.42,1.0
59,68.52715,34.88,1.0
60,68.58118,34.88,1.0
61,70.47344,34.83,1.0
62,70.87827,33.9,1.0
63,71.14358,32.44,1.0
64,71.47916,31.94,1.0
65,72.07826,34.42,1.0
66,72.40751999999999,34.78,1.0
67,72.5597,34.78,1.0
68,73.2077,32.54,1.0
69,73.63077,32.35,1.0
70,74.37518,34.78,1.0
71,74.78227,33.8,1.0
72,75.19845,32.66,1.0
73,75.58182,32.71,1.0
74,75.91665,33.59,1.0
75,76.33615999999999,34.42,1.0
76,76.5178,34.47,1.0
77,77.11896,32.54,1.0
78,77.3338,31.87,1.0
79,77.5281,32.29,1.0
80,78.27258,34.67,1.0
81,78.80682,33.69,1.0
82,78.95859,32.51,1.0
83,79.18427,31.98,1.0
84,79.50617,32.77,1.0
85,79.88899,33.95,1.0
86,80.3392,34.93,1.0
87,80.54273,34.42,1.0
88,80.76321999999999,33.18,1.0
89,81.12796999999999,31.92,1.0
90,82.25967,34.93,1.0
91,83.10613000000001,32.1,1.0
92,84.12471,34.52,1.0
93,84.44436999999999,34.42,1.0
94,85.1735,32.08,1.0
95,86.01075,34.88,1.0
96,86.51146,34.0,1.0
97,86.93935,32.23,1.0
98,87.33063,32.54,1.0
99,87.62380999999999,33.64,1.0
100,87.82236999999999,34.31,1.0
101,88.04925,34.52,1.0
102,88.56688,33.64,1.0
103,89.8048,34.73,1.0
104,90.00157,34.93,1.0
105,90.42251,33.54,1.0
106,91.76079,34.26,1.0
107,91.96249,34.47,1.0
108,93.2138,33.06,1.0
109,93.92138,34.42,1.0
110,95.29724,33.44,1.0
111,95.87221,34.47,1.0
112,96.45996,33.18,1.0
113,96.67241,32.29,1.0
114,97.50745,34.0,1.0
115,97.86497,34.47,1.0
116,98.19929,33.44,1.0
117,99.05521999999999,33.13,1.0
118,99.23477,33.44,1.0
119,99.65536,34.67,1.0
120,100.07323000000001,34.11,1.0
121,100.63743000000001,32.92,1.0
122,100.94489,32.92,1.0
123,101.19063,33.8,1.0
124,101.63904000000001,34.26,1.0
125,101.71046,34.26,1.0
