,time,displacement,max_or_min
0,0.41941000000000006,5.76,1.0
1,0.73719,6.22,1.0
2,1.76585,59.83,1.0
3,3.7231099999999997,53.2,1.0
4,5.79031,49.47,1.0
5,7.740239999999999,46.32,1.0
6,9.65738,44.24,1.0
7,11.66184,42.59,1.0
8,13.56676,41.19,1.0
9,15.57225,40.67,1.0
10,17.50381,39.59,1.0
11,17.633589999999998,39.59,1.0
12,19.57335,38.97,1.0
13,21.414939999999998,39.02,1.0
14,23.46859,37.89,1.0
15,23.59435,37.89,1.0
16,25.381120000000003,37.51,1.0
17,27.39889,37.58,1.0
18,29.344829999999998,37.32,1.0
19,31.39398,36.86,1.0
20,32.2892,30.58,1.0
21,33.139070000000004,36.75,1.0
22,35.10091,36.07,1.0
23,35.15051,36.07,1.0
24,37.23133,36.19,1.0
25,38.89454,35.76,1.0
26,39.21464,36.01,1.0
27,40.981629999999996,36.34,1.0
28,42.81876,35.46,1.0
29,43.013729999999995,35.76,1.0
30,44.91988,35.77,1.0
31,46.40821,33.85,1.0
32,46.91275,35.65,1.0
33,47.71459,31.17,1.0
34,48.88279,35.52,1.0
35,50.53881,34.83,1.0
36,50.800670000000004,35.5,1.0
37,51.140609999999995,35.03,1.0
38,51.76749,31.27,1.0
39,52.67675,34.98,1.0
40,52.92249,35.19,1.0
41,54.44987,34.67,1.0
42,54.73655,35.7,1.0
43,55.59567,31.46,1.0
44,55.739169999999994,31.51,1.0
45,56.559819999999995,35.24,1.0
46,57.50025,31.98,1.0
47,58.55684,34.78,1.0
48,58.73574,34.93,1.0
49,58.86391999999999,34.93,1.0
50,59.59996999999999,31.41,1.0
51,60.325880000000005,34.52,1.0
52,60.59601,34.98,1.0
53,61.42316999999999,31.98,1.0
54,62.166959999999996,34.05,1.0
55,62.4517,34.47,1.0
56,62.65636,34.62,1.0
57,63.55246999999999,32.13,1.0
58,64.07695,34.11,1.0
59,64.40587,34.93,1.0
60,64.60863,34.62,1.0
61,66.26069,35.24,1.0
62,67.08802,32.71,1.0
63,67.41702,32.15,1.0
64,68.29901,34.83,1.0
65,68.58823000000001,34.98,1.0
66,69.24899,32.23,1.0
67,69.32786,32.23,1.0
68,69.54021999999999,32.71,1.0
69,69.92608,34.14,1.0
70,70.28426999999999,34.83,1.0
71,71.27073,32.25,1.0
72,71.48286,32.29,1.0
73,72.09191,34.73,1.0
74,72.42839000000001,34.47,1.0
75,73.77373,34.11,1.0
76,74.15817,34.78,1.0
77,74.38874,34.47,1.0
78,75.93279,34.88,1.0
79,76.15408000000001,34.67,1.0
80,76.52035,34.42,1.0
81,77.16502,32.41,1.0
82,77.4679,32.85,1.0
83,78.06531,34.26,1.0
84,79.00957,31.98,1.0
85,79.41816,33.23,1.0
86,79.73026999999999,34.52,1.0
87,80.14706,34.93,1.0
88,80.55626,33.49,1.0
89,81.58318,33.64,1.0
90,81.91691999999999,34.42,1.0
91,82.20125999999999,34.11,1.0
92,82.6977,32.7,1.0
93,83.30596,32.87,1.0
94,83.84076999999999,34.47,1.0
95,84.07799,34.31,1.0
96,84.54911,32.97,1.0
97,85.80184,34.52,1.0
98,86.02620999999999,34.83,1.0
99,86.29598,33.85,1.0
100,86.64255,32.77,1.0
101,87.052,32.3,1.0
102,87.72303000000001,34.47,1.0
103,87.85037,34.47,1.0
104,88.2458,33.44,1.0
105,88.58511999999999,32.39,1.0
106,89.68692,34.88,1.0
107,90.01831999999999,34.47,1.0
108,90.30135,33.38,1.0
109,91.27895,33.49,1.0
110,91.73574,34.47,1.0
111,92.06227,34.16,1.0
112,92.81747,32.66,1.0
113,93.33675,34.26,1.0
114,93.59545,34.88,1.0
115,93.81527,34.26,1.0
116,94.14173000000001,33.8,1.0
117,94.61793,32.66,1.0
118,95.15590999999999,33.9,1.0
119,95.32630999999999,34.52,1.0
120,95.65711,34.78,1.0
