,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
2,2,3.047452154,57.84,0.5291_data (4).csv,3.1547423332132003
3,3,5.143817844,47.65,0.5291_data (4).csv,2.5845253226619365
4,4,7.1682099720000005,43.88,0.5291_data (4).csv,2.249921892419144
5,5,9.249749126000001,40.57,0.5291_data (4).csv,1.8208318750759065
6,6,11.31006164,40.21,0.5291_data (4).csv,1.7607837712038232
7,7,13.24211711,38.97,0.5291_data (4).csv,1.5210426258188068
