,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,1.01165,60.65,0.42328_data (4).csv,3.2745114424152875
1,1,3.09615,51.96,0.42328_data (4).csv,2.8758394286752167
2,2,5.00025,46.84,0.42328_data (4).csv,2.5353073891040117
3,3,5.1509800000000014,46.84,0.42328_data (4).csv,2.5353073891040117
4,4,7.0788600000000015,43.78,0.42328_data (4).csv,2.257620111217099
5,5,9.16294,41.77,0.42328_data (4).csv,2.021588568714665
6,6,11.07038,41.05,0.42328_data (4).csv,1.9213700016217246
7,7,13.1448,40.07,0.42328_data (4).csv,1.766494582496953
