,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,1.41047,61.6,0.21164_data (1).csv,3.2852675715136064
1,1,3.3612800000000003,57.35,0.21164_data (1).csv,3.112008923378091
2,2,5.3329900000000015,53.3,0.21164_data (1).csv,2.9132270106441984
3,3,7.29493,50.62,0.21164_data (1).csv,2.7559594589393397
4,4,9.1245,49.38,0.21164_data (1).csv,2.6738818437984846
5,5,11.16602,47.97,0.21164_data (1).csv,2.571553030861149
6,6,13.05015,46.43,0.21164_data (1).csv,2.446350474765177
