,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,1.3939,57.03,0.5291_data (2).csv,3.1342746178214314
1,1,3.59433,48.23,0.5291_data (2).csv,2.651265812028311
2,2,5.53785,43.57,0.5291_data (2).csv,2.2525506208935195
3,3,7.67273,41.0,0.5291_data (2).csv,1.937585068954127
4,4,9.62515,40.36,0.5291_data (2).csv,1.8408617024600586
5,5,11.72088,38.87,0.5291_data (2).csv,1.5711058034694074
6,6,13.77052,38.92,0.5291_data (2).csv,1.581442953182903
