,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,1.32318,56.56,0.63491_data (4).csv,3.14070303447578
1,1,3.37869,46.1,0.63491_data (4).csv,2.5384565307831366
2,2,5.52471,41.36,0.63491_data (4).csv,2.069405774484779
3,3,7.60635,39.18,0.63491_data (4).csv,1.7474793119788048
4,4,9.66994,37.68,0.63491_data (4).csv,1.4445904822262736
5,5,9.7379,37.68,0.63491_data (4).csv,1.4445904822262736
7,7,11.74187,37.78,0.63491_data (4).csv,1.4679009340758116
8,8,13.64493,36.8,0.63491_data (4).csv,1.2119753140448242
