,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
2,2,4.04587,55.76,0.63491_data (2).csv,3.1256540934643167
3,3,6.21264,46.17,0.63491_data (2).csv,2.5790636696554676
4,4,8.35829,41.99,0.63491_data (2).csv,2.1977563317069797
5,5,10.55756,39.43,0.63491_data (2).csv,1.8632715965892697
6,6,12.48886,37.73,0.63491_data (2).csv,1.5570465547629513
7,7,14.45663,37.11,0.63491_data (2).csv,1.4170143971195772
8,8,14.6436,37.27,0.63491_data (2).csv,1.4550708569980715
