,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,1.03509,58.33,0.42328_data (3).csv,3.1832414044554924
1,1,3.16487,51.24,0.42328_data (3).csv,2.8352597938731923
2,2,5.17566,46.89,0.42328_data (3).csv,2.5404064183262753
3,3,7.2081,43.26,0.42328_data (3).csv,2.2032977944973107
4,4,9.26173,41.67,0.42328_data (3).csv,2.010202023994801
5,5,11.23898,40.84,0.42328_data (3).csv,1.8923323326698391
6,6,13.0654,39.74,0.42328_data (3).csv,1.7110599972462641
7,7,13.24862,39.85,0.42328_data (3).csv,1.730739243857231
