,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,1.10341,59.67,0.21164_data (2).csv,3.2131616560098717
1,1,3.07479,56.46,0.21164_data (2).csv,3.0748924295310167
2,2,5.04261,52.94,0.21164_data (2).csv,2.8974330542034132
3,3,6.99748,50.46,0.21164_data (2).csv,2.7503145564440676
4,4,8.95223,48.85,0.21164_data (2).csv,2.6417361062598297
5,5,10.79944,48.13,0.21164_data (2).csv,2.5890829507014996
6,6,12.73496,46.32,0.21164_data (2).csv,2.4430036153226813
7,7,14.71679,45.12,0.21164_data (2).csv,2.332876941910309
