,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,0.8320200000000001,59.78,0.42328_data (2).csv,3.239052211130219
1,1,2.8936900000000003,51.34,0.42328_data (2).csv,2.8372951571094323
2,2,4.95348,46.94,0.42328_data (2).csv,2.5392001061208633
3,3,6.90212,43.52,0.42328_data (2).csv,2.224573024298862
4,4,7.17841,43.42,0.42328_data (2).csv,2.21370279983774
5,5,8.96765,42.29,0.42328_data (2).csv,2.081880145239202
6,6,10.96221,40.07,0.42328_data (2).csv,1.757777334128343
7,7,13.09941,40.33,0.42328_data (2).csv,1.8016326741651505
8,8,14.83093,38.87,0.42328_data (2).csv,1.5259546972402236
