,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
3,3,3.4908900000000003,67.16,0.10582_data (2).csv,3.4651263220367174
4,4,5.43159,64.64,0.10582_data (2).csv,3.3830503613251492
5,5,7.2904399999999985,62.63,0.10582_data (2).csv,3.3123843594037403
6,6,9.25584,60.76,0.10582_data (2).csv,3.2418303174533185
7,7,11.10088,59.83,0.10582_data (2).csv,3.2047971582873678
8,8,13.07526,57.92,0.10582_data (2).csv,3.12414744761493
