,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,0.92819,60.76,0.21164_data (3).csv,3.2468459094766886
1,1,2.85076,57.18,0.21164_data (3).csv,3.0968945238403474
2,2,4.83585,53.71,0.21164_data (3).csv,2.9263351954160854
3,3,6.76686,51.13,0.21164_data (3).csv,2.7775217224967803
4,4,8.766869999999999,49.47,0.21164_data (3).csv,2.668555311737642
5,5,10.6978,47.51,0.21164_data (3).csv,2.522453125693676
6,6,12.56573,46.1,0.21164_data (3).csv,2.4023510583481564
7,7,14.50279,45.74,0.21164_data (3).csv,2.3692266824340935
