,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
2,2,1.76585,59.83,0.31746_data (2).csv,3.291236775963552
3,3,3.72311,53.2,0.31746_data (2).csv,3.0079613329907677
4,4,5.79031,49.47,0.31746_data (2).csv,2.8043346214859537
5,5,7.740239999999999,46.32,0.31746_data (2).csv,2.59272036408299
6,6,9.65738,44.24,0.31746_data (2).csv,2.423570356268907
7,7,11.66184,42.59,0.31746_data (2).csv,2.2655146777571926
8,8,13.56676,41.19,0.31746_data (2).csv,2.1085248428483423
