,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
0,0,1.28824,55.27,0.63491_data (3).csv,3.095539056864318
1,1,3.32672,46.56,0.63491_data (3).csv,2.5944445299528467
2,2,5.4885,41.77,0.63491_data (3).csv,2.1516631314624943
3,3,7.43593,39.38,0.63491_data (3).csv,1.8260236924513147
4,4,7.56493,39.38,0.63491_data (3).csv,1.8260236924513147
5,5,9.57136,37.56,0.63491_data (3).csv,1.479135136441806
6,6,11.68039,36.94,0.63491_data (3).csv,1.3268489877908154
7,7,13.63857,37.01,0.63491_data (3).csv,1.3452504734285131
