,Unnamed: 0,time,displacement,max_or_min,displacement_linearized
3,3,2.95797,67.84,0.10582_data (4).csv,3.4847142795280743
4,4,4.82078,64.73,0.10582_data (4).csv,3.384495598341873
5,5,6.81394,62.92,0.10582_data (4).csv,3.3211835571788106
6,6,8.616060000000001,61.37,0.10582_data (4).csv,3.263585582004395
7,7,10.61881,60.33,0.10582_data (4).csv,3.2229916450898184
8,8,12.61512,57.96,0.10582_data (4).csv,3.1238223441399926
9,9,14.43444,56.31,0.10582_data (4).csv,3.0484721296038537
